ANALYTE_ID	DOCUMENT_NUMBER	TEST_SYSTEM_ID	ANALYTE_NAME	DATE_EFFECTIVE
12	CDC000075	6578	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000075	9855	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000075	9856	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000086	9964	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000089	6208	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000098	5817	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000098	5818	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000098	5819	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000098	5820	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000098	5821	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000098	5923	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000098	5924	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000098	10127	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000099	10137	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000104	10140	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000104	10141	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000104	10142	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000105	10147	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000105	10148	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000105	10149	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000105	10150	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000105	10151	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000159	5455	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000159	5457	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000159	5459	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000159	5465	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000159	5467	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000174	10755	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000179	10789	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000183	6073	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000201	5691	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000201	6613	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000201	6879	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000201	6974	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000201	7254	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000201	7255	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000201	7257	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000201	7258	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000201	7259	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000201	7260	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000201	7261	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000201	7262	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000201	7263	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
